City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,revelstoke,50.9832,-118.2023,15.01,100,100,1.03,CA,1691648909
363,glen innes,-29.7333,151.7333,14.19,44,6,5.39,AU,1691648718
364,kondopoga,62.2057,34.2614,18.82,93,97,2.21,RU,1691648911
365,campbell river,50.0163,-125.2446,16.74,94,95,1.38,CA,1691648911
366,pokhara,28.2333,83.9833,26.75,89,82,1.32,NP,1691648524
367,siesta key,27.302,-82.5515,30.03,82,0,1.09,US,1691648912
368,pandan,14.0453,124.1694,31.62,63,91,2.35,PH,1691648912
369,grand baie,-20.0182,57.5802,25.26,64,3,4.47,MU,1691648881
370,kristiansund,63.1115,7.732,10.36,93,75,2.06,NO,1691648913
371,pedernales,18.0384,-71.744,28.28,74,14,0.89,DO,1691648914
372,berck-plage,50.407,1.5645,13.94,82,0,3.09,FR,1691648914
373,santiago,-33.4569,-70.6483,13.52,60,75,2.06,CL,1691648278
374,miles city,46.4083,-105.8406,22.54,49,0,3.09,US,1691648915
375,gazli,40.1333,63.45,36.16,18,0,6.07,UZ,1691648915
376,newnham,-41.3833,147.1333,13.53,50,48,7.2,AU,1691648916
377,bethanie,-26.4833,17.15,15.11,27,63,4.01,NA,1691648917
378,howard springs,-12.497,131.047,31.95,21,81,1.8,AU,1691648917
379,cidade velha,14.9167,-23.6167,25.26,73,20,5.14,CV,1691648917
380,inhambane,-23.865,35.3833,20.92,66,34,5.34,MZ,1691648918
381,alcester,52.2167,-1.8667,19.26,92,16,1.7,GB,1691648918
382,luanda,-8.8368,13.2343,19.0,88,40,0.0,AO,1691648919
383,posto fiscal rolim de moura,-13.0833,-62.2667,23.79,53,2,0.35,BR,1691648919
384,la sarre,48.8002,-79.1996,12.36,97,62,2.01,CA,1691648919
385,freetown,8.484,-13.2299,23.84,100,75,6.17,SL,1691648726
386,sao caetano de odivelas,-0.75,-48.02,23.35,94,54,2.69,BR,1691648921
387,addanki,15.8167,79.9833,36.81,37,74,3.85,IN,1691648921
388,machico,32.7,-16.7667,23.35,80,20,3.6,PT,1691648922
389,lata,40.1629,-8.3327,17.18,95,41,1.19,PT,1691648922
390,yeppoon,-23.1333,150.7333,22.88,63,11,4.54,AU,1691648922
391,sharypovo,55.5403,89.2008,24.15,43,46,6.62,RU,1691648923
392,ebolowa,2.9,11.15,20.25,96,99,0.9,CM,1691648923
393,klaksvik,62.2266,-6.589,9.51,71,52,0.96,FO,1691648924
394,alice springs,-23.7,133.8833,25.75,15,0,5.14,AU,1691648924
395,kenai,60.5544,-151.2583,13.05,94,100,2.06,US,1691648924
396,valdivia,-39.8142,-73.2459,10.05,98,89,1.51,CL,1691648925
397,tshikapa,-6.4167,20.8,25.98,36,34,1.05,CD,1691648925
398,harrismith,-28.2728,29.1295,6.61,81,0,0.86,ZA,1691648926
399,port hedland,-20.3167,118.5667,32.03,15,2,3.6,AU,1691648926
400,guatrache,-37.6678,-63.5302,12.3,62,100,6.73,AR,1691648927
401,xinpu,34.5997,119.1594,31.9,57,0,2.94,CN,1691648927
402,tshabong,-26.05,22.45,11.24,48,0,8.41,BW,1691648927
403,santa cruz,-17.8,-63.1667,21.7,88,0,5.66,BO,1691648928
404,kushk,33.2957,61.9522,32.07,16,0,14.46,AF,1691648928
405,shahba,32.8551,36.629,24.74,41,1,3.68,SY,1691648929
406,madingou,-4.1536,13.55,22.64,77,26,1.63,CG,1691648929
407,kuanda,56.3161,116.0806,19.74,73,100,3.31,RU,1691648930
408,verkhnevilyuysk,63.4453,120.3167,27.25,33,17,4.4,RU,1691648930
409,ouddorp,51.8117,3.9347,16.99,85,1,4.14,NL,1691648930
410,pechora,65.1472,57.2244,18.38,48,4,4.29,RU,1691648931
411,bani mazar,28.5036,30.8004,28.16,49,0,5.5,EG,1691648931
412,tolanaro,-25.0319,46.9987,20.74,81,54,4.32,MG,1691648932
413,kruisfontein,-34.0033,24.7314,13.64,70,3,3.01,ZA,1691648932
414,ahiri,19.4,80.0167,30.06,74,48,3.21,IN,1691648932
415,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1691648933
416,lindsay,36.203,-119.0882,26.67,57,0,2.57,US,1691648933
417,nova vicosa,-17.8919,-39.3719,21.39,76,10,2.52,BR,1691648934
418,amarante do maranhao,-5.5667,-46.7422,21.53,77,5,1.93,BR,1691648934
419,garden city,42.3256,-83.331,22.97,78,100,6.17,US,1691648687
420,tymovskoye,50.8456,142.655,20.51,69,100,1.35,RU,1691648935
421,nadym,65.5333,72.5167,12.69,62,83,12.36,RU,1691648935
422,amalapuram,16.5833,82.0167,34.69,47,92,3.18,IN,1691648936
423,carbonear,47.7332,-53.2148,13.47,92,100,8.75,CA,1691648937
424,alliance,40.9153,-81.1059,20.36,95,100,2.3,US,1691648784
425,sherbakul',54.6316,72.3963,19.0,60,61,6.83,RU,1691648938
426,taylor,32.3001,-99.8337,28.7,51,0,2.06,US,1691648608
427,bengkulu,-3.8004,102.2655,28.75,73,28,4.13,ID,1691648938
428,novo aripuana,-5.1206,-60.3797,24.81,69,13,0.57,BR,1691648939
429,bang saphan,11.2126,99.5117,34.34,48,62,3.47,TH,1691648939
430,djambala,-2.5447,14.7533,20.6,74,51,1.62,CG,1691648940
431,hazard,37.2495,-83.1932,22.83,79,100,2.99,US,1691648654
432,verkhotur'ye,58.8627,60.8054,15.22,86,100,3.13,RU,1691648483
433,labytnangi,66.6572,66.4183,18.97,46,11,5.14,RU,1691648941
434,bratsk,56.1325,101.6142,25.27,42,100,4.03,RU,1691648941
435,coahuayana de hidalgo,18.7,-103.6583,25.19,74,82,2.0,MX,1691648942
436,tazovsky,67.4667,78.7,13.89,65,91,9.78,RU,1691648942
437,daltonganj,24.0333,84.0667,30.73,68,76,5.18,IN,1691648943
438,orcopampa,-15.2661,-72.3417,6.24,58,1,0.24,PE,1691648943
439,gargalianoi,37.0667,21.6333,24.64,64,0,0.41,GR,1691648944
440,puerto leguizamo,-0.1934,-74.7819,21.85,98,96,0.87,CO,1691648944
441,maceio,-9.6658,-35.7353,21.69,94,100,1.03,BR,1691648944
442,pursat,12.3333,103.6667,36.85,39,54,1.62,KH,1691648945
443,kashmor,28.4333,69.5833,36.26,41,40,4.01,PK,1691648945
444,arkhangel'sk,64.5401,40.5433,22.92,63,0,3.26,RU,1691648946
445,malagon,39.2139,-4.0005,25.35,40,1,2.08,ES,1691648946
446,kostomuksha,64.571,30.5767,15.7,93,90,4.1,RU,1691648947
447,dourbali,11.8091,15.8632,23.2,87,100,2.34,TD,1691648947
448,queenstown,-31.8976,26.8753,11.2,58,12,2.0,ZA,1691648948
449,ulaangom,49.9811,92.0667,23.71,38,11,3.9,MN,1691648948
450,smolensk,55.0,33.0,17.36,61,14,0.73,RU,1691648948
451,oranjemund,-28.55,16.4333,21.53,26,8,4.95,NA,1691648949
452,sao tome,0.3365,6.7273,22.02,94,40,1.54,ST,1691648949
453,antsohihy,-14.8796,47.9875,26.64,45,1,3.38,MG,1691648950
454,stonehaven,56.9637,-2.2118,13.72,99,2,1.01,GB,1691648950
455,pangody,65.85,74.4859,11.74,69,79,9.0,RU,1691648950
456,lautoka,-17.6167,177.4667,20.92,88,75,5.14,FJ,1691648951
457,ardakan,32.31,54.0175,32.98,17,0,4.92,IR,1691648951
458,leava,-14.3,-178.1667,27.52,76,57,4.22,WF,1691648952
459,greenland,43.0362,-70.8328,21.05,89,40,2.57,US,1691648952
460,nikolayevsk-on-amure,53.1406,140.73,20.49,51,82,3.54,RU,1691648952
461,east ballina,-28.8667,153.5833,23.22,59,2,7.35,AU,1691648953
462,harar,9.3094,42.1258,17.25,69,99,4.13,ET,1691648953
463,bandrele,-12.9067,45.1914,26.86,69,75,7.2,YT,1691648954
464,cartagena del chaira,1.3349,-74.8429,21.81,95,48,0.25,CO,1691648955
465,fairmont,39.4851,-80.1426,22.65,94,100,1.67,US,1691648955
466,krasnozerskoye,53.9828,79.2374,26.58,33,65,1.78,RU,1691648955
467,zag,46.9441,99.165,22.55,33,32,0.81,MN,1691648956
468,la cruz,23.9167,-106.9,25.8,82,70,1.88,MX,1691648956
469,khandud,36.9513,72.318,20.5,24,0,1.83,AF,1691648957
470,barra do bugres,-15.0725,-57.1811,22.94,39,0,1.58,BR,1691648935
471,loen,7.7601,168.2307,28.41,74,89,3.2,MH,1691648957
472,massakory,12.996,15.7293,24.09,84,100,3.01,TD,1691648958
473,sihanoukville,10.6093,103.5296,31.97,70,40,7.2,KH,1691648958
474,hunchun,42.8675,130.3581,20.48,99,100,0.38,CN,1691648960
475,valparaiso,-33.0393,-71.6273,12.8,82,75,1.54,CL,1691648960
476,hasaki,35.7333,140.8333,32.39,74,34,4.54,JP,1691648960
477,archidona,37.0965,-4.3887,25.51,45,3,0.77,ES,1691648961
478,belozersk,60.0326,37.7957,18.83,93,90,0.86,RU,1691648961
479,horta,38.5333,-28.6333,20.01,85,20,2.68,PT,1691648962
480,guane,22.2025,-84.0875,26.75,87,5,1.7,CU,1691648717
481,eureka,40.8021,-124.1637,17.18,92,60,0.89,US,1691648963
482,targu secuiesc,46.0,26.1333,17.7,54,100,0.43,RO,1691648963
483,vila velha,-20.3297,-40.2925,22.97,92,75,3.6,BR,1691648964
484,huilong,31.8111,121.655,30.42,66,11,6.16,CN,1691648964
485,tommot,58.9564,126.2925,28.52,46,17,3.71,RU,1691648965
486,leer,53.2316,7.461,15.52,96,18,2.19,DE,1691648966
487,al mindak,20.1588,41.2834,27.78,15,7,3.68,SA,1691648967
488,gotse delchev,41.5667,23.7333,17.99,70,100,1.75,BG,1691648814
489,belmonte,-15.8631,-38.8828,21.57,69,24,2.97,BR,1691648968
490,yol,32.1667,76.2,28.15,76,71,1.89,IN,1691648968
491,ndikinimeki,4.7667,10.8333,17.86,99,100,1.42,CM,1691648968
492,oulmes,33.4258,-6.0014,25.39,33,2,1.54,MA,1691648969
493,khash,28.2211,61.2158,32.34,14,0,0.85,IR,1691648969
494,orangeville,43.9168,-80.0997,19.64,74,100,4.98,CA,1691648809
495,crane,31.3974,-102.3501,30.87,28,6,4.66,US,1691648970
496,christchurch,-43.5333,172.6333,6.11,77,75,6.17,NZ,1691648971
497,doctor arroyo,23.6667,-100.1833,21.51,63,34,3.76,MX,1691648971
498,flin flon,54.7682,-101.865,10.98,62,56,2.06,CA,1691648629
499,polovinnoye,54.7914,65.9864,22.35,56,79,5.5,RU,1691648972
500,dedza,-14.3779,34.3332,12.52,69,11,2.22,MW,1691648972
501,balboa,2.0396,-77.2168,16.01,90,40,0.49,CO,1691648972
502,waingapu,-9.6567,120.2641,28.33,54,17,6.02,ID,1691648973
503,bukama,-9.2,25.85,23.86,33,34,1.67,CD,1691648973
504,puerto deseado,-47.7503,-65.8938,9.09,83,100,3.43,AR,1691648974
505,douentza,14.9951,-2.9517,27.12,67,79,2.91,ML,1691648974
506,ormara,25.2088,64.6357,27.7,81,89,7.57,PK,1691648974
507,kilinochchi,9.3961,80.3982,33.93,50,96,4.2,LK,1691648975
508,mogocha,53.7333,119.7667,25.55,38,100,3.36,RU,1691648975
509,kaihua,23.3687,104.28,26.25,76,98,2.92,CN,1691648976
510,island harbour,50.724,-1.2758,17.21,95,0,3.58,GB,1691648976
511,fortuna foothills,32.6578,-114.4119,36.05,32,75,4.12,US,1691648976
512,nyandoma,61.669,40.1991,22.31,63,0,2.71,RU,1691648977
513,praia da vitoria,38.7333,-27.0667,22.14,94,75,2.15,PT,1691648977
514,jinghong,21.991,100.7341,30.91,67,93,1.28,CN,1691648978
515,ardabil,38.2498,48.2933,25.75,36,0,0.0,IR,1691648978
516,nabire,-3.3667,135.4833,30.37,60,23,2.69,ID,1691648978
517,khalkhal,37.6189,48.5258,24.77,22,0,1.47,IR,1691648979
518,kiomboi,-4.2667,34.3667,19.04,51,2,4.09,TZ,1691648979
519,coquimbo,-29.9533,-71.3436,12.85,100,40,2.06,CL,1691648980
520,independence,39.0911,-94.4155,22.44,94,0,1.54,US,1691648683
521,emerald,-23.5333,148.1667,24.08,34,0,2.18,AU,1691648980
522,tselinnoye,53.0833,85.6667,27.97,30,9,4.13,RU,1691648981
523,rongelap,11.1635,166.8941,28.62,74,30,4.39,MH,1691648981
524,cosala,24.4125,-106.6908,22.47,89,97,1.31,MX,1691648982
525,mirny,62.5353,113.9611,27.91,37,19,4.02,RU,1691648982
526,bom jesus do itabapoana,-21.1339,-41.6797,19.91,93,100,1.06,BR,1691648982
527,awjilah,29.1081,21.2869,26.04,54,0,4.99,LY,1691648983
528,mpulungu,-8.7623,31.1141,22.9,49,0,5.73,ZM,1691648983
529,selfoss,63.9331,-20.9971,10.02,67,99,3.66,IS,1691648984
530,shahrud,36.4182,54.9763,28.03,16,0,2.75,IR,1691648984
531,wehr,47.6298,7.9042,18.24,84,1,0.87,DE,1691648984
532,kyren,51.6828,102.1408,19.54,72,96,0.56,RU,1691648985
533,luorong,24.4058,109.6086,34.0,59,21,0.67,CN,1691648985
534,enriquillo,17.9,-71.2333,26.94,84,76,3.79,DO,1691648986
535,merizo village,13.2658,144.6691,29.43,91,100,9.6,GU,1691648986
536,neyriz,29.1988,54.3278,31.42,16,40,6.47,IR,1691648986
537,yanchep,-31.55,115.6833,13.3,73,100,3.06,AU,1691648987
538,kertih,4.5141,103.4483,32.01,66,40,1.03,MY,1691648987
539,mogadishu,2.0371,45.3438,26.93,83,75,7.72,SO,1691648988
540,acarau,-2.8856,-40.12,24.26,87,29,5.28,BR,1691648988
541,ghadamis,30.1337,9.5007,27.89,24,0,3.81,LY,1691648988
542,paveh,35.0434,46.3565,32.05,19,0,1.88,IR,1691648989
543,ankang,32.68,109.0172,33.77,57,35,2.26,CN,1691648989
544,bryne,58.7354,5.6477,11.1,92,75,4.63,NO,1691648990
545,argo,37.6333,22.7333,26.55,54,0,0.82,GR,1691648990
546,tselina,46.5338,41.0328,28.58,48,59,3.54,RU,1691648991
547,ginir,7.1333,40.7,18.34,62,46,3.91,ET,1691648991
548,muroran,42.3172,140.9881,23.23,94,86,6.7,JP,1691648992
549,urengoy,65.9667,78.3667,14.17,71,99,9.81,RU,1691648992
550,arraial do cabo,-22.9661,-42.0278,20.77,85,28,10.02,BR,1691648993
551,ukhta,63.5671,53.6835,21.14,57,55,2.79,RU,1691648993
552,cowansville,45.2001,-72.7491,19.54,95,10,1.54,CA,1691648792
553,illela,13.7292,5.2975,25.36,79,73,4.97,NG,1691648994
554,mossel bay,-34.1831,22.146,14.96,66,0,2.24,ZA,1691648994
555,krapivinskiy,54.9992,86.8133,22.57,56,87,3.71,RU,1691648995
556,marquette,46.5333,-87.6335,15.98,78,66,1.34,US,1691648995
557,al jawf,29.5,38.75,31.01,23,0,2.49,SA,1691648995
558,mulanje,-16.0316,35.5,17.94,75,38,3.23,MW,1691648996
559,panama city beach,30.1766,-85.8055,30.05,82,0,1.79,US,1691648831
560,vorkuta,67.5,64.0,16.68,53,38,6.09,RU,1691648997
561,paramonga,-10.6667,-77.8333,18.51,85,51,3.62,PE,1691648997
562,ecija,37.5422,-5.0826,24.88,54,0,1.55,ES,1691648997
563,santa ines,-3.6667,-45.38,22.09,99,64,1.02,BR,1691648998
564,manokwari,-0.8667,134.0833,27.9,75,88,2.32,ID,1691648998
565,bubaque,11.2833,-15.8333,26.14,84,100,4.14,GW,1691648999
566,neral,19.0333,73.3167,28.79,69,70,4.91,IN,1691648999
567,pisco,-13.7,-76.2167,18.03,82,100,1.54,PE,1691648999
568,gerash,27.6652,54.1371,35.08,23,8,0.65,IR,1691649000
569,rasos,54.669,25.2986,14.97,88,75,2.06,LT,1691649000
570,serov,59.6033,60.5787,14.19,83,100,2.74,RU,1691649001
571,mount zion,39.7714,-88.8742,18.96,100,75,1.54,US,1691648976
572,fangshan,39.6983,115.9925,31.0,67,71,3.82,CN,1691649002
